weeks,event,age,logsalary,married,isfemale,hasChildren,caucasian
3,1,20,5.564819674,1,0,0,1
27,0,21,4.305545575,0,1,0,0
5,0,37,6.016740458,1,0,1,1
9,1,27,6.163646312,1,0,0,1
8,0,42,6.99934279,1,0,1,1
3,0,47,6.196227407,1,0,1,1
0,1,26,5.016606131,0,0,1,1
3,0,27,5.578415897,1,0,1,1
0,0,52,6.318104176,1,0,0,1
11,0,47,6.014833269,1,1,1,1
3,1,47,6.501999539,1,0,0,1
2,0,40,6.109652983,1,0,1,1
11,0,46,5.093497526,0,1,0,1
3,0,21,5.714299743,1,0,1,1
10,1,24,5.830915564,0,0,0,1
26,0,49,5.07577069,1,0,0,1
5,0,22,4.794081619,0,0,0,0
1,1,31,5.726379615,1,0,1,1
13,0,27,5.397937577,1,0,1,1
9,0,41,5.552562965,1,0,1,1
3,0,22,4.979525932,1,1,0,1
4,0,47,5.392514714,1,0,1,1
3,1,61,4.905961725,1,1,0,1
3,1,43,5.714529996,1,0,1,1
12,1,40,4.889066112,1,1,1,1
3,0,48,4.929279136,1,0,0,1
2,0,50,6.426212738,1,0,0,1
5,0,41,6.193397441,1,0,1,1
2,1,34,5.714442529,1,0,1,1
0,1,34,6.104471092,1,0,0,1
2,1,43,5.838616004,1,1,1,1
2,1,37,6.02184785,1,1,1,1
1,1,32,5.509850037,0,0,1,0
1,0,23,5.096397271,0,0,0,1
1,0,32,5.149285471,0,0,0,1
10,0,56,4.804924734,0,0,0,0
1,0,35,5.015117012,1,1,1,1
2,0,33,3.63096742,0,0,0,1
2,0,30,4.849073602,0,1,1,0
0,1,46,6.137125223,1,1,0,1
4,1,51,7.425942189,0,0,0,1
2,1,23,5.605476712,0,1,0,1
2,0,50,5.814312614,0,1,0,1
5,1,32,5.997025765,0,0,0,1
0,0,37,5.308148479,1,1,1,1
7,0,48,5.250171279,1,1,0,1
1,0,29,5.765454875,1,0,1,1
0,1,25,6.600221673,1,0,1,1
7,1,30,6.383735048,1,1,1,1
0,1,31,6.223482785,0,1,0,1
1,0,38,5.131441751,0,1,1,0
4,1,48,5.107304102,0,0,0,1
11,0,37,4.997711869,0,0,0,1
4,0,45,5.290516113,1,0,1,1
14,1,32,6.026332737,0,0,0,1
2,0,21,5.172897944,0,1,0,0
0,0,24,5.508575547,0,0,0,1
11,1,22,5.51515487,1,0,1,1
18,1,29,5.592085755,0,0,0,1
6,1,21,5.012653928,0,0,0,1
0,1,53,5.838944546,1,1,0,1
4,0,29,5.879535645,0,0,0,1
2,0,27,5.579475578,1,0,0,1
10,1,54,6.284983836,1,1,0,1
2,1,30,5.535970718,1,0,1,1
1,1,41,6.06541655,0,0,0,1
1,0,23,5.76392811,0,0,0,1
0,0,23,5.335744298,0,0,0,1
7,0,55,6.06396747,0,0,0,1
4,1,35,6.508719747,0,0,0,1
1,0,48,5.431254065,1,0,1,0
1,0,34,4.050434621,0,1,0,1
0,0,57,5.389868959,0,1,0,1
2,1,55,5.744295288,1,0,0,1
4,1,28,5.367909429,0,0,0,1
0,1,32,5.671164749,0,1,1,1
1,0,56,5.399374322,0,0,0,1
6,0,39,5.815591689,1,0,0,1
1,0,44,4.487413689,1,1,1,1
2,1,48,5.840580302,0,0,0,1
0,1,47,7.052292036,0,1,0,1
16,0,52,5.527346661,0,1,0,0
6,0,52,6.664772097,1,0,0,1
1,0,53,6.254515571,1,0,0,1
5,1,25,5.590255551,0,0,0,1
13,0,52,5.608945642,1,0,0,1
1,1,35,6.03164682,1,0,1,1
1,1,43,5.635616518,1,1,1,1
1,0,34,5.702721459,1,0,1,1
3,1,43,5.410782985,1,0,1,1
3,1,42,6.03581882,1,0,1,1
1,1,30,5.630367824,0,1,0,1
1,0,25,5.488037911,0,0,0,0
10,0,22,5.107304669,0,1,0,0
3,0,39,5.679758416,0,0,0,1
4,1,60,5.595233552,1,1,0,1
4,0,50,6.296310358,1,0,0,0
3,1,34,6.153936777,1,1,1,1
0,1,32,6.190450979,1,0,0,0
4,1,40,6.502345895,1,0,1,1
2,0,32,5.611911764,1,1,0,1
1,0,31,7.309521538,1,0,1,1
1,0,23,5.188652538,0,0,0,1
0,1,46,6.399891257,1,0,1,1
3,0,43,6.114959278,0,0,0,1
4,0,52,5.231343391,0,0,0,1
2,0,36,4.988399951,1,1,1,1
5,0,31,5.840184724,0,0,0,1
6,1,30,5.223611096,0,1,0,1
16,0,25,5.679578461,0,0,0,1
5,0,55,5.891484385,1,0,0,1
0,0,24,5.728595892,1,0,0,1
4,0,26,5.575055981,0,0,1,0
2,1,22,5.709735976,0,0,0,1
1,1,20,5.109187639,1,0,1,1
1,1,54,5.981138887,1,0,0,1
14,1,45,5.922751163,1,0,1,1
1,1,30,6.082733467,0,0,0,1
9,1,46,6.279085683,1,1,0,1
2,0,46,4.823053608,0,1,0,1
1,0,23,5.518079579,0,1,1,1
1,1,28,5.715093776,1,0,1,1
1,1,34,5.620737935,0,1,0,1
2,1,33,5.020030769,1,0,1,1
4,0,31,5.95096792,0,0,0,1
2,1,25,5.097869929,1,1,1,1
2,0,44,5.372414712,0,1,0,0
6,0,45,5.552512095,1,1,1,1
7,1,33,6.195637361,1,1,1,1
0,0,53,6.270531574,1,1,0,1
2,0,37,6.620605851,1,0,0,1
3,0,43,4.932293846,1,1,0,0
3,0,32,5.382682859,1,1,1,1
5,0,37,5.220897766,1,0,1,0
4,0,26,5.218286942,0,1,1,0
14,0,43,5.555711419,1,0,0,1
3,0,27,5.666442052,1,0,0,1
16,1,28,5.085042738,1,0,1,1
0,1,22,5.147051349,0,0,0,1
0,0,21,5.425247167,1,1,0,0
2,0,28,5.04346025,1,0,1,0
5,1,24,4.512790467,1,1,1,0
6,0,26,4.989663484,1,1,1,0
4,0,58,4.619663022,0,1,1,0
3,0,36,5.268107032,0,0,0,1
1,0,46,5.980906063,1,0,1,1
3,0,53,6.263768074,1,0,1,1
4,0,42,5.98369552,1,0,0,1
5,1,26,5.920983857,1,1,0,1
2,0,24,5.609232081,0,0,0,1
0,1,44,5.984605114,1,1,1,1
15,1,54,5.62224132,0,1,0,1
5,1,34,5.848881716,1,0,1,1
3,0,32,5.424027556,0,1,1,1
1,1,41,5.620052682,1,0,1,1
0,1,31,5.963371627,1,0,1,1
3,0,34,6.230063524,1,0,1,1
3,0,41,5.227977386,1,0,1,0
2,1,40,6.32020645,0,1,0,1
6,0,46,6.862943407,1,0,0,1
2,0,27,5.369367444,1,1,1,1
5,0,26,6.394809301,0,1,0,1
0,0,45,5.457904726,1,0,0,1
18,1,40,4.867064092,1,1,1,1
9,0,58,5.790584581,0,0,0,1
10,0,29,5.973234955,1,0,1,1
11,0,57,4.985236527,0,1,0,1
6,0,53,6.407119897,1,0,1,0
2,1,50,6.303715533,1,1,0,1
3,1,42,5.952257907,1,0,0,1
4,0,39,6.216981148,0,0,0,1
1,0,35,5.611923231,0,1,0,1
14,0,59,5.598635284,1,1,0,1
6,0,32,5.553078482,0,1,1,1
3,0,24,5.723317654,0,1,0,1
4,0,22,5.407532195,1,1,1,1
3,0,56,6.381276806,1,0,0,1
5,0,32,6.463147965,0,1,0,1
1,0,28,5.227120093,1,1,0,1
5,0,23,5.497786885,0,0,0,1
2,0,51,5.473758336,1,0,0,1
10,0,44,6.283235039,1,0,1,1
3,0,20,5.356414228,0,0,1,1
10,0,27,5.307445668,0,1,1,0
2,1,22,5.671917192,0,0,0,1
2,0,21,5.509075546,0,0,0,1
0,1,25,5.558543665,0,0,0,1
4,1,28,5.733755286,0,1,0,1
13,0,26,5.770243013,1,0,0,1
4,0,35,5.913676598,1,0,1,0
9,0,48,4.84621122,0,1,0,0
0,0,27,6.183550258,1,0,0,1
7,1,24,5.816312119,0,0,0,1
2,1,27,5.765643703,0,0,0,1
13,0,21,4.74837557,0,1,0,0
1,1,28,5.610177589,0,1,0,1
2,0,26,6.118365161,0,0,0,1
4,0,30,5.533930841,0,0,0,0
2,0,28,5.735899437,0,1,0,1
6,1,32,6.150863224,0,0,0,0
2,0,26,5.285669823,0,0,1,0
5,0,25,4.901096188,0,0,0,0
2,1,23,5.528218242,0,1,0,0
16,0,41,5.457279974,0,1,1,1
5,1,40,4.604501751,1,1,1,1
2,1,33,5.581928089,1,0,1,1
16,0,32,4.804223678,0,1,0,0
4,0,59,6.025687629,1,0,0,1
1,1,30,5.93428256,0,0,0,1
1,1,22,5.669554696,0,1,0,1
5,1,25,5.938523835,0,0,0,1
1,0,28,5.861087179,1,0,1,1
4,1,50,5.612916222,0,1,1,1
1,1,39,5.551493514,1,0,1,0
1,1,28,6.191477256,1,0,1,1
1,0,25,4.929486889,1,1,1,1
14,0,57,5.846951836,0,1,0,1
1,0,27,5.097122456,0,1,1,0
1,0,40,6.376487151,1,0,1,1
1,1,29,5.231148758,1,0,1,1
3,0,27,5.445449258,0,0,0,0
8,0,55,6.027212188,0,1,0,1
3,0,25,5.206646299,0,0,0,1
7,1,28,5.393965739,0,0,0,1
1,0,24,5.679110903,1,0,0,1
0,1,55,6.043089992,1,1,0,1
2,0,27,7.567879036,0,0,0,1
4,0,48,5.873833274,0,1,0,1
0,1,33,5.920061092,1,1,1,1
6,1,23,5.375804617,0,1,0,1
8,0,42,6.915900569,1,0,0,1
2,1,36,6.04825517,1,0,1,1
1,0,44,5.659740236,1,1,1,1
4,0,23,5.065720956,1,0,1,1
8,0,33,5.986312154,1,0,0,0
1,1,28,5.943893191,0,0,0,1
3,0,32,5.210905328,0,0,0,1
8,0,32,6.020558903,0,1,0,1
3,0,39,5.462587202,1,1,0,1
8,0,39,6.232200281,1,0,1,1
3,1,42,5.894048533,1,0,1,0
2,0,25,4.978241572,0,0,0,0
6,0,39,5.326894239,1,1,1,0
2,1,41,6.53189624,0,0,0,1
4,0,29,6.371627287,1,1,1,1
1,1,40,6.541465304,1,0,1,0
1,0,29,5.51832417,1,0,1,1
24,0,49,5.995442847,1,0,0,1
0,0,55,5.080126376,0,1,0,1
7,0,24,5.223627225,1,0,1,1
2,0,45,5.268609727,1,1,0,1
4,0,30,5.183307853,0,1,1,0
15,0,58,5.960028587,1,1,0,1
0,0,35,5.694813512,0,0,0,1
11,1,41,5.587464368,1,1,1,1
9,0,24,5.332459238,1,0,0,1
9,1,38,6.072746323,1,0,1,1
3,0,50,6.345509234,1,0,0,1
3,0,54,5.328141384,0,1,0,1
3,0,59,6.655870188,1,0,0,1
0,1,23,5.086350833,0,1,0,1
2,0,35,5.553426913,0,0,0,1
2,0,35,4.908339759,1,1,1,1
3,0,21,6.508461935,0,0,1,1
6,0,23,5.123792213,1,0,0,1
5,0,46,6.290045555,1,0,1,1
2,0,32,5.426338581,0,1,1,0
5,0,24,5.211675573,1,0,1,0
3,1,23,5.153976731,0,1,1,1
6,0,30,4.768725447,0,0,0,0
2,0,22,4.999408051,1,0,0,1
0,1,41,5.770037977,1,0,1,1
3,0,33,5.086698585,1,1,1,0
1,0,47,5.152138922,0,0,0,0
3,0,25,6.197329156,1,0,0,1
1,1,42,5.443841,1,0,1,0
4,0,54,6.143891207,0,0,0,1
2,0,27,6.23516103,0,0,0,1
4,1,24,5.550684497,1,1,0,1
10,0,44,6.31576501,0,0,0,1
2,1,20,5.256935959,0,0,0,1
1,0,59,5.914721448,0,0,0,1
12,0,31,5.567226488,1,1,1,1
3,0,35,5.886319808,1,1,0,1
2,0,27,5.12153961,0,1,0,0
1,1,61,6.003373048,1,0,0,1
26,0,43,4.725336822,0,1,1,0
14,0,33,5.577390928,1,0,1,0
16,0,49,5.615772974,1,1,1,1
20,0,22,5.659306258,1,0,1,0
14,0,26,5.813750149,0,0,0,0
0,0,35,5.198013236,1,0,1,0
1,0,45,5.886020928,1,0,1,1
0,1,31,5.367446958,1,0,1,1
4,0,54,5.859243598,1,0,0,1
3,0,34,5.276087305,0,1,1,0
2,0,40,4.770268721,0,1,1,0
2,1,48,5.103244132,1,1,0,0
2,0,40,5.575772035,1,0,1,1
14,1,42,5.083936901,1,0,1,1
5,1,30,6.269256276,1,1,0,1
2,0,40,6.547340569,1,0,1,1
9,0,60,6.120852099,0,1,0,1
3,0,23,4.623191499,1,1,1,0
17,1,24,5.891509542,1,0,1,1
1,1,26,5.182864611,1,0,1,1
4,1,24,5.36789191,0,1,1,0
14,0,38,6.047468734,1,1,0,1
8,1,25,5.586892189,1,1,1,1
1,0,59,6.21809614,1,0,0,0
2,0,27,5.706861556,1,0,1,1
2,1,37,5.977861542,0,1,1,1
15,0,25,5.229090094,1,1,0,1
0,1,31,5.805340634,1,0,1,1
0,0,29,4.538077306,0,1,0,0
7,1,29,5.444721388,0,0,0,1
1,1,52,6.083249703,1,0,0,1
3,0,42,5.976735553,1,0,1,1
2,1,51,5.650693296,0,1,0,1
4,0,32,6.215821287,1,0,1,1
14,0,52,6.505245732,0,1,0,1
20,0,40,5.433489441,1,1,1,1
6,1,20,5.569070868,0,1,0,1
1,1,35,5.758620931,1,0,1,1
1,1,47,5.486670125,1,1,1,1
2,0,27,5.253930571,0,1,0,1
5,0,37,4.400717401,0,0,0,1
4,1,35,5.741897446,1,0,1,1
5,0,58,5.125681881,1,0,1,1
0,1,43,5.320717277,1,1,1,1
4,0,38,6.456778964,1,1,0,1
4,0,31,5.502272033,1,1,1,1
2,0,24,5.208615891,1,0,1,1
26,0,58,5.802326975,1,0,0,1
3,1,54,6.195762251,1,0,0,1
1,0,31,6.390757087,1,0,1,1
1,0,26,6.213602129,1,0,0,1
4,0,24,6.365580223,0,0,0,1
1,0,33,5.407705802,1,0,1,1
1,0,30,5.542450277,1,1,0,1
1,1,28,5.127750254,1,1,1,1
5,0,58,6.526177892,1,0,0,1
1,0,50,6.746977517,1,0,0,1
1,1,53,6.491284169,0,0,0,1
13,1,37,5.903928799,1,0,1,1
3,0,25,5.053715253,1,0,1,1
6,1,28,5.955033748,1,0,1,1
3,0,39,6.068185174,1,0,1,1
2,1,29,6.460195924,1,0,1,1
6,0,29,6.298836991,1,0,1,1
7,1,33,6.440313508,1,0,1,1
5,1,27,6.067288902,1,1,1,1
1,1,29,6.32484013,0,1,0,1
2,0,27,5.541663589,0,0,0,1
2,0,27,5.809640368,1,0,1,1
0,1,39,6.313454392,0,1,0,1
3,0,51,6.043317019,1,0,1,1
1,1,34,6.575287191,1,0,1,1
2,1,22,5.784417159,0,0,0,1
9,0,21,4.864681763,1,1,0,1
7,0,34,5.717753752,1,0,1,1
4,0,42,6.169287456,1,0,1,1
11,0,44,5.671752333,1,1,1,1
1,1,61,6.124846387,1,0,0,1
1,0,31,5.801350719,1,0,1,1
1,1,48,6.209918771,1,0,0,1
2,0,23,5.063093357,0,1,0,1
2,0,28,5.633013161,1,0,1,1
27,0,33,6.393943977,0,0,0,1
7,0,21,5.034940115,0,1,1,1
1,1,39,5.494598273,1,1,1,1
20,0,42,5.335325509,1,0,1,0
2,1,24,5.949904831,1,0,1,1
25,1,23,4.843463986,0,1,1,0
7,0,36,5.121219734,0,0,0,1
9,1,53,5.109308046,0,1,0,1
12,0,20,5.768337318,1,0,0,0
1,1,24,5.782353781,0,0,0,1
9,0,32,5.732861654,1,1,1,1
1,0,27,4.906427263,0,1,1,0
5,1,21,5.260724266,0,1,0,1
5,0,47,5.876430666,0,0,0,1
0,1,29,5.601394515,1,0,1,1
9,0,28,5.358588439,1,0,0,1
1,1,27,5.736870878,1,0,0,1
6,1,20,5.31688407,0,0,1,1
3,1,33,6.768069982,1,0,1,1
3,0,20,5.311571515,0,0,1,0
4,0,36,5.609528813,1,0,1,1
1,0,43,5.462427003,0,0,1,1
1,1,23,6.106413559,1,1,0,1
27,0,31,5.570017171,1,0,1,1
14,1,25,4.426722789,1,0,1,1
2,1,40,6.067069536,1,0,0,0
1,1,44,6.770854907,1,0,1,1
1,0,29,6.537047592,0,1,0,1
1,0,48,5.883475294,1,0,1,1
0,1,42,6.583971152,1,0,1,1
1,1,26,5.452469639,1,0,1,1
2,0,39,5.769570434,0,1,0,1
2,1,44,5.894796889,0,0,0,1
6,0,44,5.803186481,0,0,1,1
2,1,28,5.912724744,1,0,1,1
5,0,28,4.427250835,1,1,1,0
7,0,21,5.102555649,0,0,1,1
10,1,52,6.253908932,1,0,0,1
2,0,22,4.936513535,0,1,1,0
1,0,22,4.596997304,0,1,0,0
4,0,20,5.355939789,0,0,0,1
2,1,25,5.332200472,0,1,0,1
12,0,56,4.988005999,0,0,0,1
3,1,31,5.610323161,1,1,1,1
1,1,42,5.8766854,1,0,1,1
3,0,25,5.795730209,1,0,1,1
6,0,56,5.586945084,1,0,0,1
5,0,49,5.532551364,1,1,0,1
10,0,36,6.320995193,1,0,1,1
5,1,21,5.162342264,1,0,1,1
1,0,23,5.364224092,1,1,1,1
5,0,39,6.487180566,1,0,1,1
6,0,35,5.408907163,1,1,1,1
16,0,32,6.210988999,1,0,0,1
6,0,32,5.108076707,1,1,1,1
9,0,32,6.329828856,0,0,0,1
17,0,29,5.553491036,1,1,0,1
0,1,28,5.061337582,1,0,1,1
2,0,48,6.232317395,1,0,1,1
2,0,34,5.97299857,1,0,1,1
2,1,57,5.004698753,0,1,0,1
4,0,47,5.856173856,1,0,0,1
10,1,43,5.665059441,0,1,1,1
16,1,29,6.135091549,1,0,1,1
2,0,33,5.443862899,1,1,1,1
2,0,40,5.718755575,1,0,1,1
4,0,31,5.5505876,0,1,0,1
3,1,35,5.682988443,1,0,1,1
10,0,28,5.343144302,1,0,1,1
2,0,30,6.022095953,1,0,1,1
1,0,35,6.302715988,1,0,1,1
3,1,29,5.552530896,1,0,1,1
16,0,45,6.083477303,1,0,1,1
3,1,24,6.206474955,0,0,0,1
13,0,36,6.463055574,1,0,1,0
6,0,43,6.410805849,1,0,0,1
1,0,23,4.821508656,1,1,1,1
13,0,34,6.135526361,1,0,1,1
2,0,26,5.158583276,0,1,0,1
8,1,20,6.216037257,0,0,0,1
4,1,33,4.995792275,1,1,1,1
9,0,31,6.280661086,1,0,0,1
13,0,36,5.983179594,1,0,1,1
0,0,34,6.184888262,1,0,1,0
6,0,32,6.412587275,1,0,1,0
0,1,35,5.834563938,0,1,0,1
1,0,28,5.394517467,0,0,0,1
11,0,24,5.599754535,0,0,0,1
1,0,45,5.886905799,0,0,0,1
2,0,32,5.115362632,0,0,0,1
5,0,35,4.825233609,0,1,1,1
0,1,26,5.777010415,1,0,0,1
2,0,37,4.857594452,0,1,0,1
1,0,25,6.113903128,0,0,0,1
1,0,22,5.086433302,0,0,1,0
1,1,27,6.193912114,1,0,1,1
6,0,26,5.798152772,1,0,1,1
1,1,22,5.622666444,1,1,0,1
0,0,33,5.707699023,1,0,1,1
1,0,20,5.222563355,0,0,0,1
1,0,33,5.569174088,1,0,1,1
16,1,27,5.66373628,1,1,0,1
1,0,26,4.97127057,1,0,1,1
9,0,51,5.678201502,1,0,0,0
1,1,32,6.239471989,1,0,1,0
3,1,43,5.117416343,1,0,0,1
3,0,42,6.283181421,1,0,1,1
1,1,28,5.618907384,1,0,1,1
7,1,43,5.830676842,0,0,0,1
1,0,22,5.22281009,1,1,1,1
2,1,27,5.859500752,1,0,1,1
2,0,23,5.189389315,0,0,0,1
2,0,29,6.142896747,1,0,1,1
1,1,58,5.775773427,1,1,0,1
5,0,23,5.008667123,1,1,0,1
1,0,21,5.292182772,1,0,1,1
3,0,27,6.079587043,1,0,1,1
10,0,51,4.427569436,1,0,1,1
3,0,28,6.076042289,0,0,0,1
6,0,36,5.185303613,1,0,1,1
21,0,39,5.855332246,1,0,1,1
2,0,39,4.439255361,0,1,1,1
0,0,27,5.290144548,1,1,1,1
7,0,25,5.813478413,0,1,0,1
1,0,27,5.343819363,0,0,0,1
2,0,47,5.679169037,1,1,1,1
3,0,35,5.87570841,0,1,1,1
2,0,33,6.080662487,0,0,0,1
1,1,38,5.583758194,1,0,1,1
3,1,31,6.836141919,0,0,0,1
2,0,44,5.913965504,1,0,0,1
3,0,37,5.963567007,0,1,0,1
9,0,20,5.540137435,0,0,1,1
2,0,43,5.842229599,1,0,0,1
0,0,29,5.332250271,0,0,0,1
5,0,34,6.37848131,1,0,1,1
1,1,49,6.005418461,1,0,0,1
9,0,27,6.163731589,1,0,1,1
3,0,45,5.244361136,1,1,1,1
3,0,23,4.803271585,1,1,1,1
13,0,28,5.094639579,1,1,1,1
2,0,46,6.292828386,1,0,0,1
